benchmark,category,status,cputime (s),walltime (s),memUsage,status-4,cputime (s)-4,walltime (s)-4,memUsage-4,speedup-4
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--ata--libata.ko-entry_point.cil.out.c,SVC,OK,14132.51756,14138.04361,300519424,OK,21752.78827,7874.579441,234684416,1.795403007
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--ata--libata.ko-entry_point.cil.out.c,SVC,OK,14041.5669,14048.39053,297361408,OK,21948.71222,7925.818916,231026688,1.772484418
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--scsi--mpt3sas--mpt3sas.ko-entry_point.cil.out.c,SVC,OK,14035.65575,14035.69156,483696640,OK,17101.92179,4322.586107,500932608,3.247058869
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--staging--rts5208--rts5208.ko-entry_point.cil.out.c,SVC,OK,13533.71586,13540.7234,283602944,OK,21418.84802,7147.600536,217579520,1.894443224
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--staging--rts5208--rts5208.ko-entry_point.cil.out.c,SVC,OK,13473.44337,13479.91723,286208000,OK,21673.94935,7255.794516,225292288,1.857814082
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--scsi--aic7xxx--aic79xx.ko-entry_point.cil.out.c,SVC,OK,13089.90499,13094.39337,255541248,OK,19711.85082,7572.548077,182370304,1.729192503
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--ata--libata.ko-entry_point.cil.out.c,SVC,OK,13028.31259,13034.82603,292118528,OK,20078.10166,7284.542698,228098048,1.789381513
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--scsi--aic7xxx--aic79xx.ko-entry_point.cil.out.c,SVC,OK,12965.68079,12972.29402,254222336,OK,19641.97222,7546.588635,183537664,1.718961328
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--scsi--mpt2sas--mpt2sas.ko-entry_point.cil.out.c,SVC,OK,12643.07672,12647.11124,374358016,OK,19471.07562,5468.27263,303177728,2.312816514
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--staging--rts5208--rts5208.ko-entry_point.cil.out.c,SVC,OK,11713.55893,11720.03904,282939392,OK,18850.09754,6342.361261,217423872,1.84789837
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--media--usb--pvrusb2--pvrusb2.ko-entry_point.cil.out.c,SVC,OK,10771.57102,10771.80336,173953024,OK,14134.46813,3558.794675,196636672,3.026812263
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--fddi--skfp--skfp.ko-entry_point.cil.out.c,SVC,OK,10751.90784,10758.40242,253014016,OK,13951.21426,3556.328935,202240000,3.025142674
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--fddi--skfp--skfp.ko-entry_point.cil.out.c,SVC,OK,10711.44393,10716.55951,249450496,OK,13914.68252,3549.841662,199790592,3.018883806
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--mwifiex--mwifiex.ko-entry_point.cil.out.c,SVC,OK,10220.58958,10226.45889,613130240,OK,12930.46425,3259.899296,555024384,3.137047485
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--wireless--mwifiex--mwifiex.ko-entry_point.cil.out.c,SVC,OK,10217.02281,10224.21159,609652736,OK,12981.11693,3271.817262,549801984,3.124933568
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--crypto--qat--qat_common--intel_qat.ko-entry_point.cil.out.c,SVC,OK,10051.03253,10051.39356,54136832,OK,11671.97087,2970.01574,64921600,3.384289661
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--broadcom--bnx2x--bnx2x.ko-entry_point.cil.out.c,SVC,OK,9446.476748,9450.13378,577691648,OK,13460.53619,4133.928842,528859136,2.285993335
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--crypto--qat--qat_common--intel_qat.ko-entry_point.cil.out.c,SVC,OK,9447.173049,9447.290223,55279616,OK,11393.80392,2929.365944,66027520,3.225029034
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--crypto--qat--qat_common--intel_qat.ko-entry_point.cil.out.c,SVC,OK,9446.066379,9446.5163,54091776,OK,11881.70785,3026.051075,64835584,3.12173062
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--broadcom--bnx2x--bnx2x.ko-entry_point.cil.out.c,SVC,OK,9390.294909,9397.437326,573063168,OK,13783.78815,4188.66132,528257024,2.243541936
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--intel--i40e--i40e.ko-entry_point.cil.out.c,SVC,OK,8276.496532,8276.685192,215674880,OK,11361.05042,2983.698413,234455040,2.773968426
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--intel--i40e--i40e.ko-entry_point.cil.out.c,SVC,OK,8192.014852,8192.105675,213286912,OK,11294.88853,2974.753168,235352064,2.753877452
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--scsi--qla2xxx--qla2xxx.ko-entry_point.cil.out.c,SVC,OK,7100.330724,7109.188229,556158976,OK,10140.43277,3807.795637,489906176,1.86700887
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--scsi--qla2xxx--qla2xxx.ko-entry_point.cil.out.c,SVC,OK,7037.898113,7052.006416,552484864,OK,10136.43433,3792.503555,485613568,1.859459408
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--scsi--osst.ko-entry_point.cil.out.c,SVC,OK,6521.061044,6521.213818,239321088,OK,8679.393487,2210.667668,255307776,2.949884287
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--scsi--osst.ko-entry_point.cil.out.c,SVC,OK,6518.078674,6518.052569,239366144,OK,8765.169401,2232.03102,255119360,2.920233863
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-fddi-skfp-skfp.cil.c,SVC,OK,6489.244871,6489.337563,81207296,OK,8027.450685,2045.118024,112836608,3.173087073
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-fddi-skfp-skfp.cil.c,SVC,OK,6457.430178,6457.445142,81338368,OK,7882.006374,1993.712781,115892224,3.238904421
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-net-fddi-skfp-skfp.cil.c,SVC,OK,6408.525123,6408.529186,79147008,OK,7937.759685,2016.285757,116768768,3.178383403
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-fddi-skfp-skfp.cil.c,SVC,OK,6378.290386,6378.341676,79003648,OK,8321.053905,2108.139433,116535296,3.025578658
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-fddi-skfp-skfp.cil.c,SVC,OK,6366.180309,6366.398741,79384576,OK,7755.04173,1969.133188,119635968,3.233097071
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--scsi--osst.ko-entry_point.cil.out.c,SVC,OK,6302.188044,6302.167303,239239168,OK,8557.049923,2187.823399,253493248,2.880564905
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--ath--ath9k--ath9k.ko-entry_point.cil.out.c,SVC,OK,6278.204037,6278.350961,99909632,OK,10078.69711,3631.798562,121032704,1.728716737
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--wireless--ath--ath9k--ath9k.ko-entry_point.cil.out.c,SVC,OK,6229.473352,6229.576142,97304576,OK,9342.633056,2960.461596,116510720,2.104258387
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--mellanox--mlx5--core--mlx5_core.ko-entry_point.cil.out.c,SVC,OK,4320.271582,4320.29593,168906752,OK,5475.527146,1520.163257,187551744,2.841994707
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--mellanox--mlx5--core--mlx5_core.ko-entry_point.cil.out.c,SVC,OK,4295.402535,4295.513638,270712832,OK,5403.813442,1518.236253,290209792,2.829278796
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--scsi--aic7xxx--aic7xxx.ko-entry_point.cil.out.c,SVC,OK,4254.508196,4257.31378,140607488,OK,5364.268303,1440.41419,105218048,2.955617773
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--scsi--aic7xxx--aic7xxx.ko-entry_point.cil.out.c,SVC,OK,4229.553869,4229.529879,84099072,OK,5387.004201,1445.441302,105381888,2.926116663
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--mellanox--mlx5--core--mlx5_core.ko-entry_point.cil.out.c,SVC,OK,4207.179091,4207.20615,269471744,OK,5243.993185,1453.026432,286216192,2.895478057
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--scsi--aic7xxx--aic7xxx.ko-entry_point.cil.out.c,SVC,OK,4203.593882,4203.63891,85712896,OK,5407.624592,1448.868589,107462656,2.901325174
ldv-linux-3.14/linux-3.14_linux-kernel-locking-mutex_drivers-net-fddi-skfp-skfp.cil.c,SVC,OK,4040.062924,4040.205703,80494592,OK,5194.524033,1347.26828,112566272,2.998813051
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--broadcom--tg3.ko-entry_point.cil.out.c,SVC,OK,4008.742914,4008.774277,275107840,OK,5112.853019,1301.153366,306036736,3.080939097
ldv-linux-3.14/linux-3.14_linux-kernel-locking-spinlock_drivers-net-fddi-skfp-skfp.cil.c,SVC,OK,3994.885476,3995.132075,81649664,OK,5178.70428,1343.417288,113348608,2.973857869
ldv-linux-3.14/linux-3.14_linux-drivers-clk1_drivers-net-fddi-skfp-skfp.cil.c,SVC,OK,3990.730472,3990.844209,80064512,OK,5020.011749,1300.911397,113131520,3.067729453
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--broadcom--tg3.ko-entry_point.cil.out.c,SVC,OK,3986.031451,3988.063617,332636160,OK,5077.331217,1297.350483,309436416,3.074006345
ldv-linux-3.14/linux-3.14_linux-usb-dev_drivers-net-fddi-skfp-skfp.cil.c,SVC,OK,3954.737809,3954.788965,80125952,OK,5142.10555,1334.189484,112242688,2.964188381
ldv-linux-3.14/linux-3.14_linux-alloc-spinlock_drivers-net-fddi-skfp-skfp.cil.c,SVC,OK,3909.722836,3909.892362,81338368,OK,4885.142497,1265.757917,114896896,3.088973261
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--scsi--gdth.ko-entry_point.cil.out.c,SVC,OK,2663.80541,2663.881961,47566848,OK,3552.830212,939.6306013,62459904,2.835031083
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--usb--dwc2--dwc2.ko-entry_point.cil.out.c,SVC,OK,2195.23253,2195.30098,121765888,OK,2894.546345,797.4471515,143142912,2.752910931
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--usb--dwc2--dwc2.ko-entry_point.cil.out.c,SVC,OK,2120.837999,2121.259465,122961920,OK,2934.3559,809.4606616,144883712,2.620583761
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-ethernet-broadcom-tg3.cil.c,SVC,OK,2015.405226,2015.432474,175816704,OK,2918.419532,819.9474568,200581120,2.458001983
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--gpu--drm--amd--amdgpu--amdgpu.ko-entry_point.cil.out.c,SVC,OK,2002.331752,2002.795868,284491776,OK,2374.84143,602.0562333,302673920,3.326592695
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-ethernet-broadcom-tg3.cil.c,SVC,OK,1991.761484,1991.793787,173654016,OK,3197.725477,911.1417349,200617984,2.186041656
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-ethernet-broadcom-tg3.cil.c,SVC,OK,1970.969666,1971.184701,173826048,OK,3090.431824,911.9933736,199356416,2.161402438
ldv-challenges/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-broadcom-tg3.cil.c,SVC,OK,1967.203216,1967.23061,176799744,OK,3018.787084,864.4260517,202600448,2.275765066
ldv-challenges/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-broadcom-tg3.cil.c,SVC,OK,1959.272103,1959.309411,173481984,OK,3056.980077,894.949568,199614464,2.18929589
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--scsi--gdth.ko-entry_point.cil.out.c,SVC,OK,1867.240921,1867.30576,47636480,OK,2522.951764,678.1028696,65712128,2.75372048
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--scsi--gdth.ko-entry_point.cil.out.c,SVC,OK,1852.883048,1852.891641,48328704,OK,2440.291935,650.5133058,63922176,2.848353177
ldv-validator-v0.8/linux-stable-5934df9-1-111_1a-drivers--scsi--gdth.ko-entry_point_ldv-val-v0.8.cil.out.c,SVC,OK,1784.502726,1784.565766,47951872,OK,2565.201826,743.0394908,69267456,2.401710525
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--media--pci--saa7164--saa7164.ko-entry_point.cil.out.c,SVC,OK,1522.223706,1522.292798,114491392,OK,1928.204506,488.7945795,131051520,3.114381504
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--media--pci--saa7164--saa7164.ko-entry_point.cil.out.c,SVC,OK,1479.999156,1483.36344,169721856,OK,1844.811593,470.2445991,130240512,3.154450774
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--memstick--core--ms_block.ko-entry_point.cil.out.c,SVC,OK,1334.787654,1334.811934,43712512,OK,1701.80597,426.3237406,52793344,3.130981944
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--memstick--core--ms_block.ko-entry_point.cil.out.c,SVC,OK,1327.273475,1327.328729,43429888,OK,1716.827506,430.4192084,53542912,3.083804586
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--intel--igb--igb.ko-entry_point.cil.out.c,SVC,OK,1272.618937,1272.647988,114573312,OK,1560.505819,391.6866737,143077376,3.24914804
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--intel--igb--igb.ko-entry_point.cil.out.c,SVC,OK,1260.22038,1260.274269,113631232,OK,1615.408131,406.5655094,157986816,3.099806157
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--intel--igb--igb.ko-entry_point.cil.out.c,SVC,OK,1258.092839,1258.121296,113483776,OK,1559.035023,391.3761744,147427328,3.214608805
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--scsi--initio.ko-entry_point.cil.out.c,SVC,OK,1252.078866,1252.298296,77201408,OK,1605.740193,403.1966406,84946944,3.10592443
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--scsi--initio.ko-entry_point.cil.out.c,SVC,OK,1249.854627,1249.869571,78520320,OK,1583.158373,397.5661928,86142976,3.143802449
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--gpu--drm--qxl--qxl.ko-entry_point.cil.out.c,SVC,OK,1040.971157,1041.017559,71569408,OK,1289.468808,327.9985095,84652032,3.173848444
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--gpu--drm--qxl--qxl.ko-entry_point.cil.out.c,SVC,OK,1020.648266,1020.690978,71450624,OK,1281.419724,324.3231746,83226624,3.147141673
ldv-linux-4.0-rc1-mav/linux-4.0-rc1---drivers--net--ethernet--broadcom--tg3.ko.cil.c,SVC,OK,992.5853956,992.6621791,127930368,OK,2025.283736,677.7018481,139595776,1.464747635
ldv-linux-3.14/linux-3.14_linux-kernel-locking-mutex_drivers-net-ethernet-broadcom-tg3.cil.c,SVC,OK,962.2121136,962.457677,96776192,OK,1925.305266,635.9968224,109977600,1.513305795
ldv-linux-3.14/linux-3.14_linux-drivers-clk1_drivers-net-ethernet-broadcom-tg3.cil.c,SVC,OK,938.9734567,939.0579989,97054720,OK,1863.01884,640.0815327,108138496,1.467091223
ldv-challenges/linux-3.14_linux-usb-dev_drivers-net-ethernet-broadcom-tg3.cil.c,SVC,OK,932.0559603,932.0670629,96919552,OK,1849.765742,634.7312464,108220416,1.468443642
ldv-challenges/linux-3.14_linux-alloc-spinlock_drivers-net-ethernet-broadcom-tg3.cil.c,SVC,OK,930.0865926,930.1266917,124305408,OK,1877.96141,641.9148736,136998912,1.4489876
ldv-challenges/linux-3.14_linux-kernel-locking-spinlock_drivers-net-ethernet-broadcom-tg3.cil.c,SVC,OK,918.793557,921.9581564,179732480,OK,1820.787454,611.7413701,133992448,1.507104475
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--wireless--b43--b43.ko-entry_point.cil.out.c,SVC,OK,899.7986088,899.8375185,169250816,OK,1346.546635,397.1513169,185610240,2.265729661
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--b43--b43.ko-entry_point.cil.out.c,SVC,OK,895.1651929,895.2045977,170704896,OK,1269.818429,391.6174613,184946688,2.285915942
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--emulex--benet--be2net.ko-entry_point.cil.out.c,SVC,OK,829.6935801,829.7243719,78094336,OK,1053.688146,318.8936136,89628672,2.601884567
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--scsi--qla4xxx--qla4xxx.ko-entry_point.cil.out.c,SVC,OK,769.7975642,769.8249405,158101504,OK,960.6640318,256.3632173,174690304,3.002868151
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--scsi--qla4xxx--qla4xxx.ko-entry_point.cil.out.c,SVC,OK,765.2657496,765.2813498,157933568,OK,959.9942371,257.7768831,174641152,2.968774161
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--b43legacy--b43legacy.ko-entry_point.cil.out.c,SVC,OK,684.1570994,684.1835803,86552576,OK,907.8276401,281.5490759,103653376,2.430068641
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--b43legacy--b43legacy.ko-entry_point.cil.out.c,SVC,OK,665.5126852,665.563237,86564864,OK,890.9424426,278.7835886,104800256,2.387383132
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--wireless--b43legacy--b43legacy.ko-entry_point.cil.out.c,SVC,OK,660.0454647,660.0784135,85336064,OK,882.6328355,274.1033501,102506496,2.408136979
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--qlogic--qlge--qlge.ko-entry_point.cil.out.c,SVC,OK,608.2567198,608.294327,79200256,OK,766.4867039,200.8784415,90759168,3.028171279
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--qlogic--qlge--qlge.ko-entry_point.cil.out.c,SVC,OK,607.1008462,607.1304047,78024704,OK,752.0986189,194.6580967,89960448,3.11895788
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--qlogic--qlge--qlge.ko-entry_point.cil.out.c,SVC,OK,606.423572,606.6262324,79732736,OK,748.012937,190.1758407,88563712,3.18981754
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--gpu--drm--qxl--qxl.ko-entry_point.cil.out.c,SVC,OK,539.7461734,539.8536759,61489152,OK,665.9027012,169.032479,74891264,3.193786656
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--gpu--drm--ast--ast.ko-entry_point.cil.out.c,SVC,OK,532.8691446,532.907449,48467968,OK,739.0344931,207.9376602,48472064,2.562823148
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--staging--rtl8723au--r8723au.ko-entry_point.cil.out.c,SVC,OK,526.6600335,532.1989077,527228928,OK,758.430297,240.1555413,488013824,2.216059246
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--pcmcia--pcmcia.ko-entry_point.cil.out.c,SVC,OK,529.2483868,529.2754637,53837824,OK,712.6599319,200.6220533,69742592,2.638171901
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--wireless--brcm80211--brcmsmac--brcmsmac.ko-entry_point.cil.out.c,SVC,OK,526.9023824,526.9424371,219160576,OK,680.2890616,177.3988433,229703680,2.970382598
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--gpu--drm--ast--ast.ko-entry_point.cil.out.c,SVC,OK,524.1828569,524.3533789,49819648,OK,742.4881018,205.889678,49127424,2.546768657
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--brcm80211--brcmsmac--brcmsmac.ko-entry_point.cil.out.c,SVC,OK,520.0726455,524.2744195,277331968,OK,671.3722623,175.4071207,230404096,2.988900436
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--intel--e1000--e1000.ko-entry_point.cil.out.c,SVC,OK,521.3435293,521.372809,162967552,OK,601.5544157,159.1711741,180318208,3.275547924
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--pcmcia--pcmcia.ko-entry_point.cil.out.c,SVC,OK,508.4916838,508.5098944,52637696,OK,703.5197084,192.9335338,68816896,2.635673977
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--intel--e1000--e1000.ko-entry_point.cil.out.c,SVC,OK,508.0903472,508.1339614,163139584,OK,604.3623849,160.5998611,181657600,3.163975098
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--intel--e1000--e1000.ko-entry_point.cil.out.c,SVC,OK,507.3904473,507.4191889,263827456,OK,599.4058194,158.1542393,280440832,3.208381837
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-media-usb-gspca-gspca_topro.cil.c,SVC,OK,456.9168738,456.9501614,128696320,OK,831.7510214,290.4526647,213688320,1.57323453
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--staging--rtl8723au--r8723au.ko-entry_point.cil.out.c,SVC,OK,446.0420852,449.8402989,413433856,OK,669.6788885,215.2796648,374325248,2.089562427
ldv-challenges/linux-3.14_complex_emg_linux-drivers-clk1_drivers-media-usb-gspca-gspca_topro.cil.c,SVC,OK,449.4850179,449.5024422,128630784,OK,564.8176884,214.3295619,254029824,2.09724892
ldv-challenges/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-media-usb-gspca-gspca_topro.cil.c,SVC,OK,448.8985775,448.9585866,129646592,OK,829.6999649,289.656099,214765568,1.549971114
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-media-usb-gspca-gspca_topro.cil.c,SVC,OK,448.5161969,448.5576068,129392640,OK,832.4112744,289.9865507,214609920,1.546822105
ldv-challenges/linux-3.14_complex_emg_linux-usb-dev_drivers-media-usb-gspca-gspca_topro.cil.c,SVC,OK,446.0422872,446.0662704,128770048,OK,579.6027451,218.1571096,254894080,2.044701963
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--md--raid456.ko-entry_point.cil.out.c,SVC,OK,444.8237597,444.8548942,67526656,OK,579.5656578,145.8525768,99205120,3.050031092
ldv-linux-3.14/linux-3.14_linux-usb-dev_drivers-net-ethernet-emulex-benet-be2net.cil.c,SVC,OK,433.7258213,433.9001592,63430656,OK,540.1424273,266.6613602,67350528,1.627157976
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--sfc--sfc.ko-entry_point.cil.out.c,SVC,OK,421.9310002,421.9688855,171438080,OK,530.3644697,135.4293428,200364032,3.115786259
ldv-challenges/linux-3.14_linux-alloc-spinlock_drivers-net-ethernet-emulex-benet-be2net.cil.c,SVC,OK,418.7251555,418.8513004,64569344,OK,575.7250858,275.423097,70692864,1.520755902
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--sfc--sfc.ko-entry_point.cil.out.c,SVC,OK,413.2447001,413.630304,170287104,OK,508.5119538,130.2164941,206184448,3.176481651
ldv-challenges/linux-3.14_linux-kernel-locking-mutex_drivers-net-ethernet-emulex-benet-be2net.cil.c,SVC,OK,412.5457046,412.5689343,63299584,OK,546.0346348,265.7265338,68399104,1.552607218
ldv-linux-3.14/linux-3.14_linux-drivers-clk1_drivers-net-ethernet-emulex-benet-be2net.cil.c,SVC,OK,411.8233486,412.058211,63520768,OK,552.7747032,268.825895,67530752,1.53280699
ldv-challenges/linux-3.14_linux-kernel-locking-spinlock_drivers-net-ethernet-emulex-benet-be2net.cil.c,SVC,OK,411.9550196,411.9850347,64606208,OK,549.282053,266.4903358,70025216,1.545966136
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-media-pci-saa7164-saa7164.cil.c,SVC,OK,407.8365781,411.5267675,132124672,OK,591.1311015,184.8487355,91676672,2.226289331
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-ethernet-intel-e1000-e1000.cil.c,SVC,OK,409.3435284,409.4173002,167673856,OK,480.0038239,138.7482668,184070144,2.950792177
ldv-challenges/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-intel-e1000-e1000.cil.c,SVC,OK,408.7079027,408.7275105,168472576,OK,491.2207488,142.6446948,184643584,2.865353745
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--sfc--sfc.ko-entry_point.cil.out.c,SVC,OK,404.4469912,404.4876868,172244992,OK,511.9579629,130.8543689,208769024,3.091128636
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--infiniband--hw--cxgb4--iw_cxgb4.ko-entry_point.cil.out.c,SVC,OK,400.7957505,400.7686021,121303040,OK,517.8275792,131.8536176,141312000,3.039496447
ldv-consumption/linux-3.8-rc1-32_7a-drivers--mtd--ubi--ubi.ko-ldv_main4.cil.out.c,SVC,OK,398.3766411,398.4208057,84017152,OK,512.8438306,131.2421045,104079360,3.035769711
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-ethernet-intel-e1000-e1000.cil.c,SVC,OK,397.8458283,398.0257016,167620608,OK,470.4211935,137.4113461,182992896,2.896599974
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-ethernet-intel-e1000-e1000.cil.c,SVC,OK,395.9257768,395.9526664,167583744,OK,468.5426152,135.2203637,182239232,2.928202939
ldv-challenges/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-intel-e1000-e1000.cil.c,SVC,OK,394.893038,394.9148977,167550976,OK,471.3426632,137.9036401,181862400,2.863701766
